title,year,metascore,mpaa_rating,runtime_min,genre,director,stars
Congreso,2013,,,85.0,Drama,Luis Fontal,"Ezequiel Tronconi, Sabrina Macchi, Matías Dinardo, Maximiliano Zago"
Girls Who Read,2013,,,,"Short, Music",Guy Larsen,"Daniel Brock, Amy Burrows, Debbie Clapp, Frank Clapp"
Ultimatum,2013,,,7.0,"Short, Comedy, Musical",Joshua Ballico,"Jazzua Andrews, Chloe Farrell, Mitch Garling, Craig Gibson"
Running from Defeat,2013,,,7.0,"Short, Action, Drama",Vincent Chan,"Vincent Chan, Aaron Gray, Jamie Chan, Albert Hon"
The Death and Resurrection Show,2013,,,150.0,"Documentary, Music",Shaun Pettigrew,"Killing Joke, Jaz Coleman, Jimmy Page, Paul Raven"
The Best Man Holiday,2013,59.0,R,123.0,"Comedy, Drama",Malcolm D. Lee,"Monica Calhoun, Morris Chestnut, Melissa De Sousa, Taye Diggs"
Day of the Gun,2013,,,128.0,Western,Wayne Shipley,"Eric Roberts, Raw Leiba, LaDon Hart Hall, Jim Osborn"
Azogaraz,2013,,,3.0,"Documentary, Short, Music",Isma Rubio,
Foreign Bodies,2013,,,98.0,"Drama, Family",Mirko Locatelli,"Filippo Timi, Jaouher Brahim Ben Fredj, Dragos Costantin Toma, Gabriel De Glaudi"
American Lawn,2013,,,12.0,"Documentary, Short, Comedy",Robert Sickels,
Spun,2013,,,5.0,"Short, Comedy",Adam Rosenbaum,"Steve Brewster, Wesam Keesh, Grace Santos"
Photograph,2013,,,20.0,"Short, Horror",John Baran,"Carl Bailey, Kim Foster, Alvin Hysong, Maddison McKay"
Ian Levine: Downtime Redux,2013,,,,Sci-Fi,Keith Barnfather,"Nicholas Courtney, Beverley Cressman, David J. Howe, Sylvester McCoy"
Resident Evil: Red Falls,2013,,,53.0,"Action, Horror, Sci-Fi",Travis Hayward,"Jordan Page, Josh Linsley, Josh Brown, Michael Gneiting"
Origin: A Call to Minds,2013,,Unrated,79.0,"Animation, Action, Sci-Fi",David T. Krupicz,"Michael Mercy, Peter Church, John Fleming, Amanda Jane Smith"
Two Weeks Off,2013,,,117.0,Adventure,Timothy Halls,"Tricia Anderson, Carl Ashworth, Mark Bartley, Louis-Charles Clark"
Eric's Date,2013,,,13.0,"Short, Comedy, Drama",Matt Carlin,"Lailah Christopher, Tom Connors, Jeremy Fiske, Eddie Nason"
Adormecidos,2013,,,98.0,"Comedy, Sci-Fi, Thriller",Martin Metlikovec,"Christian Mendez, Alfredo Solari, Juan Manuel Barreiro, Marcelo Mayer"
Bonnie & Clyde: Justified,2013,,PG-13,88.0,"Action, Crime, Drama",David DeCoteau,"Eric Roberts, Ashley Hayes, Jim Poole, Stephanie Shemanski"
Flow,2013,,,35.0,Short,Krista Hovsepian,Krista Hovsepian
Heartless,2013,,,14.0,Short,Rasheda Randle,"Alonzo Anderson, C.C. Boler, Alexis Garrett, Kendell Hoyle"
Love and War,2013,,,16.0,Short,Rasheda Randle,"Marisa Baldwin-Woodhouse, Cynthia Bennett, C.C. Boler, Dion Crenshaw"
Wow,2013,,,46.0,"Comedy, Horror",Max Franco,"Max Franco, Pedro Maccarone, Isabela Gonzalez Pazo, Eduardo Garcia Rajo"
The Prophet,2013,,,105.0,Drama,Demetrios Poulos,"Steven J. Christofer, Menelaos Hazarakis, Giorgos Hraniotis, Dimitra Kouza"
Invisible,2013,,,11.0,"Short, Drama, Mystery",James Ward Breen,"Andrea Demetriades, Tom O'Sullivan, Richard Green"
Where's Carolyn,2013,,,30.0,"Short, Horror",,
Let's Ring the Bell Productions,2013,,,,Drama,Ajitesh Sharma,"Johnny Baweja, Francesca Dutton"
The Outer Loop,2013,,,77.0,"Comedy, Crime",John Bennett,"Barbara Jones, Alison Huppert, Annie Brennen, Roisin Dowling"
Déu només va descansar un dia,2013,,,,"Short, Drama",Ramon Balcells,"Clàudia Càlix Trias, Marina Garcia Serra, Carlos García Andrade, Pol Imaz Godina"
We Are the Fallen,2013,,Not Rated,23.0,Short,Piotr Dismas Zdanowicz,"Agnieszka Findysz, Joanna Ginda, Filip Koninski, Diana Kwiecien"
World of Difference,2013,,,,Documentary,Robin Newell,Sam Pollard
Deadliest Prey,2013,,Not Rated,80.0,"Action, Thriller",David A. Prior,"Ted Prior, Michael Charles Prior, David A. Prior, David Campbell"
Mark's Secret to Eternal Life,2013,,,76.0,"Drama, Sci-Fi",Edgar Michael Bravo,"Phillip Gay, Marc Maynon, Katelynn Dubow, Tammie Smalls"
Bright Ideas,2013,,,5.0,"Short, Comedy",Tony Alfaro,"Vin Parr, Chante Branch, Tony Alfaro, Brandon Gallagher"
Click Jaime,2013,,,32.0,"Short, Horror",Jean Bernard,"Karine Turcot, Jean Bernard, Jean-Francois Gauthier, Curt Griffin"
Children of the Peacock,2013,,,32.0,"Documentary, Short, Drama",Travis Andrade,"Aye Aung, Mae Lar Kyi, Maung Maung, Ba Myint"
Addict,2013,,,92.0,Drama,Geoff Harmer,"Paul Kelly, Stacy Hart, Andrew Coppin, Jenny Mitchell"
El Tobro,2013,,,30.0,"Short, Music, Romance",Till Gmür,"Tobi Gmuer, Silvana Leasi, Gregi Zemp, Beat Schlatter"
The Real Story: Media Coverage of Disability Issues in Minnesota,2013,,,,"Documentary, Short",Tim Benjamin,
M for Maniac,2013,,,3.0,"Short, Thriller",Arlin Alcala,"Crystal Gonzales, Dan Youtsey, Arlin Alcala, Letty Gallegos"
"No, Thanks",2013,,,15.0,"Short, Reality-TV",,Steven L. Anderson
Eric's Choice,2013,,,16.0,"Short, Drama",Angela Padian,"Spencer Belnap, Bailey Butler, Nathan Dobbin, Keaton Jolley"
Casual Acquaintance,2013,,,11.0,"Short, Crime",Aki Aitos,"Jasmine Reid, James Billingsley, Georgetta Buggs, Kenya Sanford"
Man That You Fear,2013,,,15.0,"Short, Thriller",Tom Sokalski,"Melissa Foster, Christian McKenna, Rylee McKenna"
Dynasty,2013,,,9.0,"Short, Drama, Horror",John E. Meier,"Allyson Daugherty, Jose Guerra, Clyde C Harris, Spencer Hoadley"
Brightest Star,2013,32.0,TV-14,80.0,"Comedy, Drama, Romance",Maggie Kiley,"Chris Lowell, Rose McIver, Jessica Szohr, Alex Kaluzhsky"
Halloween One Good Scare,2013,,,53.0,History,David Hastings,"Alex Bourne, Graeme Brookes, Kyle Dennison, Troy Dennison"
Blaukopf,2013,,,25.0,"Short, Comedy",Thomas Scherer,"Hanno Friedrich, Karl Heilmann, Matthias Kiel, Simon Pawlowsky"
M is for Mime Time,2013,,Unrated,3.0,"Short, Horror",John Borowski,"Gari Hart, Monte LaMonte, Beka, Tim Arana"
Double Dragon: Renegade,2013,,,,"Short, Action, Adventure",Sophano Van,"Sophano Van, Andrii Avdieichyk, Vivian Noeung, Tim Maschack"
Event of the Year,2013,,,,Horror,Anthony M. Winson,"Brian Woodward, Fiona Shore, Eddie Gray, David Mitchell"
Halloween 4: The Return of Michael Myers San Andreas: Part 1,2013,,,27.0,"Animation, Short, Drama",Andrew Clarke,"Ellie Cornell, Sasha Jenson, Beau Starr"
A Pregnant Woman,2013,,,,Short,Jeremy Yamaguchi,
Come Carne,2013,,Not Rated,6.0,"Short, Horror, Thriller",Chico Lucius,"Jon Florence, Dallas Hildie Smith"
M is for Mess,2013,,,3.0,"Short, Horror",Zach Lorkiewicz,Meg Stanton
Frustré,2013,,,85.0,Crime,Jacques Vendôme,"Christophe Cerdan, Marianna Voronkova, Camille Bardery, Aurélie Le Dain"
Punk '76,2013,,,85.0,"Documentary, Music",Mark Sloper,"Caroline Coon, Charlie Harper, Tony James, Glen Matlock"
Kongomüller,2013,,,,"Short, Drama",Olaf Rauschenbach,Olaf Rauschenbach
Snowangel,2013,,,35.0,"Short, Drama",Nick Bird,"Aidan Bristow, Candice Coke"
Dominium,2013,,R,75.0,"Drama, Horror, Mystery",Ricardo Cayuela,"Emanuel Freire, Yomar Davila, Nicole Ramos, Lycan Maldoando"
The First Date,2013,,Not Rated,25.0,"Short, Comedy, Drama",Mason Makram,"Nathan Tymoshuk, Chersti Rydning, Tony D. Czech, Brandon Van Vliet"
Don't Fuck With The Sheriff,2013,,,2.0,"Short, Action, Comedy",,
Closed Shop,2013,,,6.0,"Short, Biography",Merv Jones,"Merv Jones, Debra Redcliffe, Faye Draper, Susan Yuen"
Slum of Dreams,2013,,,,"Documentary, Short",Sean Story,
Life Inside Out,2013,57.0,Not Rated,102.0,Drama,Jill D'Agnenica,"Maggie Baird, Finneas O'Connell, Lori Nasso, David Cowgill"
Mud Lotus,2013,,,25.0,"Short, Drama",Chris White,"Liz Chiarella, Rae Dawn Chong, Ron Dye, Jack Randall Earles"
Pastriology,2013,,,100.0,Documentary,Alexis Krasilovsky,"Papa Abuelo, Anyayya, Cello Barry, Lagache Benoit"
Naprata,2013,,,65.0,Horror,Mladen Milosavljevic,"Marko Backovic, Ivana Bogdanovic, Dusan Colakovic, Kaleja"
Omitted,2013,,,51.0,"Documentary, Drama",Kenna J. Moore,Shelby Skipper
Böcek,2013,,,79.0,"Adventure, Comedy, Drama",Bora Tekay,"Ugur Bilgin, Leyla Yungul, Baris Yilmaz Gunduz, Engin Karabacak"
My Stepbrother Is a Vampire!?!,2013,,Not Rated,92.0,"Comedy, Family",David DeCoteau,"Jud Birza, Shae Landers, Tracy Nelson, William McNamara"
AMARGO de José Ramón Castillo,2013,,,,Short,Jesús Horacio Villavicencio,José Ramón Castillo
Sixteen,2013,,,80.0,Thriller,Rob Brown,"Roger Jean Nsengiyumva, Rachael Stirling, Rosie Day, Fady Elsayed"
I Want to Dance Better at Parties,2013,,Not Rated,28.0,"Short, Comedy, Drama",Matthew Bate,"Steve Rodgers, Ethan Miotti, Elizabeth Nabben"
Walking With The Enemy,2013,44.0,PG-13,124.0,"Action, Drama, History",Mark Schmidt,"Jonas Armstrong, Ben Kingsley, Hannah Tointon, Simon Kunz"
Café de mañana,2013,,,8.0,"Short, Fantasy, Mystery",Alejandro Mira,"Roser Tapias, Alba Yañez, Jasp Sanpere, Daniel Medrán"
Kar Bhalaa,2013,,,15.0,"Short, Drama",Biswanath Rath,"Chitranjan Kaul, Vishnu Padmanabhan"
"Apples and Oranges, Also Toast",2013,,,2.0,"Animation, Short, Family",Natalie Kirk,
The Maid's Room,2013,39.0,Not Rated,98.0,Thriller,Michael Walker,"Paula Garcés, Annabella Sciorra, Bill Camp, Philip Ettinger"
Daylight,2013,,,,Short,Chris Olsen,Danielle Scanlon
Follow,2013,,,90.0,"Comedy, Drama",Eva Cools,"Robbe Baudu, Aziz Bouhkzar, Tamara Brinkman, Tess Bryant"
Misfire: The Rise and Fall of the Shooting Gallery,2013,,,,"Documentary, History",Whitney Ransick,"Robin Tunney, Ray Angelic, Miguel Arteta, Mark Chandler Bailey"
History Is Myth,2013,,,24.0,"Short, Drama",Hso Hkam,"Ashley Noel, Brian Zarate, Tony Alva, Marta Bergantino"
Unlimited,2013,,PG-13,98.0,Adventure,Nathan Frankowski,"Fred Thompson, Robert Amaya, Daniel Ross Owens, Crystal Martinez"
Afmagt,2013,,,,"Short, Drama",Kristian Marstal,"Maria Flora Andersen, Jacob Schjødt"
Life Experiences,2013,,,11.0,"Short, Comedy, Drama",Dimitris Pemmas,"Giorgos Papanikolaou, Panagiotis Marinos, Elina Stavropoulou"
Al Nisa: Black Muslim Women in Atlanta's Gay Mecca,2013,,,,Documentary,Red Summer,
Weaverfish,2013,,Not Rated,95.0,"Drama, Horror, Romance",Harrison Wall,"Shane O'Meara, Lucy-Jane Quinlan, Josh Ockenden, Jessie Morell"
Breaking: Los Angeles,2013,,Not Rated,59.0,Documentary,Joseph Brocato,"David Kershenbaum, Michael Howe, Michael Rosenblatt, Julie Pilat"
Resident Alien,2013,,,19.0,"Short, Comedy, Mystery",Rogelio Salinas III,"Taylor James Johnson, Michael Maponga, Rogelio Salinas III, Valerie Salazar"
The Tent,2013,,,18.0,"Short, Drama",Liam O Mochain,"Liam O Mochain, Barbara Adair, Mary McEvoy, Jacek Dusznik"
Adult World,2013,61.0,R,97.0,"Comedy, Drama",Scott Coffey,"Emma Roberts, Evan Peters, John Cusack, Cloris Leachman"
Remnants,2013,,,67.0,"Horror, Mystery",Brian Coppola,"Brian Coppola, Stephanie Gershowitz, Corey"
Pushover,2013,,,7.0,"Short, Comedy",Paul Aspuria,"James Davis Jr., Renee Ulloa-McDonald, Peter J. Chevalier, Raymund Aranda"
An Englishman in Brisbane,2013,,,3.0,"Short, Comedy",Jacob Paint,"Matt Clayton, Jacob Paint, Richard MacDonald-Miller, Robert Nobilia"
Circle of Revenge,2013,,,71.0,Drama,Derrion Adams,"Derrion Adams, Darren Baba, Lawrence Brown, Katherine Evans"
Sleeping Dogs,2013,,Not Rated,85.0,Thriller,Floris Ramaekers,"Jon Campling, Rachel Hayes, James Humpherys, Keval Joshi"
The Republic of Two,2013,,Not Rated,97.0,"Comedy, Drama, Romance",Shaun Kosta,"Brent Bailey, Janet Montgomery, Brandon Fobbs, Stephanie Lemelin"
Hub-City,2013,,,16.0,"Short, Drama",McKinley Johnson,Chantal Lashon
Keep the Faith,2013,,Not Rated,87.0,"Documentary, Sport",Edgar Lenze,"Paul Alvarez, Lee Balterman, Ernie Banks, Darwin Barney"
Adjust Your Tracking,2013,,Not Rated,84.0,Documentary,Dan M. Kinem,"Lloyd Kaufman, Anthony Timpone, Keith J. Crocker, Fred Vogel"
Before the Lights Come Up,2013,,Not Rated,90.0,"Drama, Music, Romance",Marc Hampson,"Ryan Schwartzman, Jennica Schwartzman, Vanessa Reynolds, Noah Gillett"
Sepideh,2013,,,90.0,"Documentary, Drama",Berit Madsen,"Sepideh Hooshyar, Sedigheh Hooshyar, Asghar Kabiri, Hadi Hooshyar"
Past Perfect,2013,,,2.0,Short,Mariusz Wirski,
Once Upon a Time,2013,,,,"Short, Drama",Mauricio Sarmento,Sue Morrison
The Boogeyman,2013,,,29.0,"Short, Horror, Mystery",Mando Franco,"Jason Lockhart, Gregory Gast, Miriam Korn, Maria Olsen"
Date America,2013,,,86.0,"Documentary, Adventure, Comedy",Bob Murray,"Andy Aschenbrener, Maggie Aschenbrener, Mathew Blades, Andy Bottoni"
 That's Life!! Kilorenzos Smith in Talks...,2010,,,,"Documentary, Biography, Comedy",Leonardo Thimo,"Leonardo Thimo, Tony Meramveliotakis, Daniel B., Taqis B."
The Orchard,2013,,,102.0,Drama,Clive Myer,"Lucy Black, Paul Currier, Daisy Douglas, Dorothea Myer-Bennett"
The Guerilla Picture Show,2013,,,82.0,Comedy,Chris Scheuerman,"Rocky Anderson, David Angelski, Jennifer Barr, Jenn Bird"
Time Together,2013,,,72.0,Mystery,Mark Aerial Waller,"Smilte Bagdziune, Monika Biciunaite, Gintaras Makarevicius, Darius Miksys"
Turn It Up!,2013,,G,30.0,Music,,
Not funny,2013,,,15.0,"Short, Comedy, Drama",Carlos Violadé Guerrero,"Andrés Berlanga, Mercedes Bernal"
8 Balls IQ Question?,2013,,,6.0,"Short, Comedy",Peter Boiadzhieff,Peter Boiadzhieff
Someone Get Sam,2013,,,27.0,"Short, Western",Justyn Bell,"Ella Bardine, Greg Braunlin, Jeremy Farrell, Sam Hadid"
Plato's Reality Machine,2013,,Not Rated,79.0,"Comedy, Drama, Sci-Fi",Myles Sorensen,"Carolina Bartczak, Tyrone Dancy Jr., Mackenzie Davis, Trieste Kelly Dunn"
She,2013,,,12.0,"Short, Drama",Eftychia Iosifidou,Maria Kozakiewicz
Before Words,2013,,,14.0,"Short, Romance",Diego Carvalho Sá,"Marcella Arnulf, Maurício Destri, Henrique Larré, Layla Ruiz"
Killing Time,2013,,,4.0,Short,Gizem Senel,Gizem Senel
Uma Dose Violenta de Qualquer Coisa,2013,,,96.0,Drama,Gustavo Galvão,"Vinícius Ferreira, Marat Descartes, Leonardo Medeiros, Maria Manoella"
The Doctor's Case,2013,,,19.0,"Short, Crime, Mystery",Matt Matlovich,"Kristopher Bowman, Alexander Broughton, Kristian Bruun, John Ghiz"
Arrows of Fire,2013,,Not Rated,65.0,Documentary,Duncan Menge,"Duncan Menge, Josh Evans, Paul Evans, Ben Rollison"
I Am Super,2013,,,40.0,"Short, Comedy, Drama",Brandon Agan,"Michael Bringuier, Tori Woronoff, D'Kristae, Joshua Moody"
Director's Cut,2013,,,39.0,"Short, Comedy",Christopher Kahler,"Dana Bernadine, Tina Boivin, Happy Dave, Kathryn DeChicio"
An Obsolete Altar,2013,,,16.0,Short,Hyash Tanmoy,"Avinandan Bhadra, Anirban Laulaa, Joydeep Banerjee, Mrigankasekhar Ganguly"
Olive,2013,,,2.0,"Short, Drama",Robin Holder,"Jessica Ellerby, Glyn Dilley, Oliver Purches"
Whispers of Life,2013,,,11.0,"Short, Drama, Fantasy",Florian Halbedl,"Travis Nelson, Patrick Gilmore, Aaron Rota, Veronica Jeske"
Dreams of the Wayward,2013,,Not Rated,81.0,Drama,Grant Douglas Bromley,"Grant Douglas Bromley, Mark McIntyre, Doug Robertson, Jacob Blizard"
Holy Thursday (The Last Supper),2013,,,28.0,"Short, Drama",Antony Hickling,"Manuel Blanc, Gaëtan Vettier, Amanda Dawson, Gala Besson"
A True Story,2013,,Not Rated,96.0,Comedy,Malcolm Goodwin,"Katrina Bowden, Jon Gries, Malcolm Goodwin, Cameron Fife"
The Sun and the Wind,2013,,,10.0,"Short, Fantasy",Thanasis Neofotistos,"Maria Economou, Aiolos Haralabous, Orfeas Haralabous"
Machete Kills,2013,41.0,R,107.0,"Action, Crime, Thriller",Robert Rodriguez,"Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba"
The Dinner,2013,,,11.0,"Short, Drama, Family",Dimitris Argyriou,"George Avramidis, Tety Kalafati, Yannis Stankoglou, Theodora Tzimou"
Arctic Defenders,2013,,,85.0,"Documentary, Adventure, Drama",John Walker,"John Amagoalik, Oo Aqpik, Tagak Curley, Aaju Peter"
Rrose SeLaVy,,,,15.0,Short,Demeter Stavropoulos,"Anastasia Miroshnichenko, Niva Soleil"
The Z Line,2013,,,,"Short, Thriller",Chris Garris,"Tim Anders, Silas James Rowland, Brett Tolliver, Crystal Tyler"
Maniac Too!,2013,,,41.0,Horror,Sean Weathers,Becky White
Dick Figures: The Movie,2013,,Unrated,73.0,"Animation, Action, Adventure",Zack Keller,"Ed Skudder, Zack Keller, Eric Bauza, Ben Tuller"
Sen snieznej pantery,2013,,,23.0,"Short, Adventure, Drama",Sebastian Jablonka,"Karolina Jablonka, Mateusz Krzyzok"
Perfect Summer Vacation Panama City Beach,2013,,,3.0,"Short, Adventure",Peter Boiadzhieff,
Bunni,2013,,,60.0,Horror,Daniel Benedict,"Sara Ammons, Daniel Benedict, Johnny Bilson, Eli Blue"
Los Caminantes 'Revelación',2013,,,,"Short, Action, Drama",Vicent Girbés Trull,"José Luis Guerrero, Ingrid Hernández, Tatiana Pacheco, Kevin Ruiz"
The Best Friend,2013,,Not Rated,18.0,"Short, Drama, Romance",Allan Deberton,"Jesuíta Barbosa, Victor Sousa, Marta Aurélia, Glauco Lucena"
"Young, High and Dead",2013,,,89.0,"Horror, Thriller",Luke Brady,"Hannah Tointon, Louisa Lytton, Philip Barantini, Matthew Stathers"
The Greatest Victory,2013,,,5.0,Short,Vincent Chan,"Vincent Chan, Albert Hon, Jamie Chan"
Esperando,2013,,,18.0,"Short, Drama, Romance",Jhonny Obando,"Pilar Bru, Evelyn Jimenez, Dennis Mencia, Jhonny Obando"
The Family,2013,42.0,R,111.0,"Comedy, Crime, Thriller",Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo"
How I Live Now,2013,57.0,R,101.0,"Romance, Sci-Fi, Thriller",Kevin Macdonald,"Saoirse Ronan, Tom Holland, George MacKay, Harley Bird"
El deber y la culpa,2013,,,,"Short, Drama",David Salgado Marcote,"Saamira Ganay, Fernando Morán"
Hello Sunshine,2013,,,18.0,"Short, Adventure, Drama",Dan Nathan,"David Alwyn, Lysette Anthony, Simon Paisley Day, Sara Stewart"
All I Need,2013,,,162.0,"Drama, Fantasy, Thriller",Rebecca Carrigan,"Courtney Hecktus, Evi Spilios, Alex Lee, Annette Wozniak"
Signal,2013,,,,"Short, Comedy",Shane A. Walsh,"Kylee Cochran, Seth Peterson, Vera VanGuard"
Thodos Dance Chicago's a Light in the Dark,2013,,,60.0,Drama,Chris Olsen,"Cara Carper, John Cartwright, Alissa Gigler, Brian Hare"
Rap 'n' Reno,2013,,,25.0,"Documentary, Short, Biography",John W. McKelvey,John W. McKelvey
Shine,2013,,,27.0,Documentary,Chris Olsen,"Ann Reinking, Melissa Thodos, Jessica Miller Tomlinson, Caitlin Cucchiara"
Canopy,2013,64.0,PG-13,84.0,"Adventure, Drama, Thriller",Aaron Wilson,"Khan Chittenden, Morning Tzu-Yi Mo, Robert Menzies, Edwina Wren"
The Blind Passenger,2013,,,15.0,"Animation, Short, Drama",Shahane Bekarian,"Josh Shipton, Lily Brown Griffiths, Doug Bayne"
Love Somebody,2013,,,7.0,"Short, Comedy, Romance",Christopher James Burke,"Michael Vlamis, Nick Holmes, Lyle Friedman, Tom Fonss"
Fading Gigolo,2013,58.0,R,90.0,Comedy,John Turturro,"John Turturro, Woody Allen, Sharon Stone, Sofía Vergara"
What Do We Need?,2013,,,,"Short, Drama",David Eating,"David Eating, Tony Hidalgo, Daniel Martín-Calpena, Fran Menoyo"
The Inheritance,2013,,,76.0,Drama,Alison Flannery,"Alison Flannery, Bobby Pavia, Cornelius Boyd, Brian Canell"
What Is Cinema?,2013,,Not Rated,80.0,"Documentary, History",Chuck Workman,"Chantal Akerman, Robert Altman, Peter Bogdanovich, Robert Bresson"
36 Saints,2013,19.0,R,81.0,Thriller,Eddy Duran,"Franky G, Jeffrey De Serrano, Donna McKechnie, Jamie Tirelli"
Lucky Them,2013,65.0,R,97.0,"Comedy, Drama",Megan Griffiths,"Toni Collette, Thomas Haden Church, Nina Arianda, Oliver Platt"
The Ultimate Life,2013,19.0,PG,105.0,"Drama, Romance",Michael Landon Jr.,"Logan Bartholomew, Peter Fonda, Ali Hillis, Lee Meriwether"
Adam's Day,2013,,,10.0,"Short, Drama",Benjamin Rouse,"Caiden Rouse, Jill Theresa Rouse"
"Nærkontakt: Kabul, Oslo",2013,,,19.0,"Short, Action",Lars-Erik Lie,"Kenny Wang, Cathrina Hell Lykke, Aleksandra Haze, Ali Zareiee"
"Zoran, My Nephew the Idiot",2013,,,106.0,"Comedy, Family",Matteo Oleotto,"Giuseppe Battiston, Teco Celio, Rok Prasnikar, Roberto Citran"
Shades,2013,,,10.0,"Short, Drama",Michael Le Marechal,"Michelle Collins, Kyle Entwistle, Morrison Ford, Odunayo Haastrup"
The Reunion,2013,,,90.0,Drama,Anna Odell,"Anna Odell, Anders Berg, David Nordström, Erik Ehn"
Slightly Single in L.A.,2013,,Not Rated,88.0,"Comedy, Romance",Christie Will Wolf,"Lacey Chabert, Kip Pardue, Jenna Dewan, Carly Schroeder"
Rush,2013,74.0,R,123.0,"Biography, Drama, Sport",Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara"
A Talking Pony!?!,2013,,PG,88.0,"Comedy, Family, Fantasy",David DeCoteau,"Jason Faunt, Kristine DeBell, Jennifer Cipolla, Max Gray Wilbur"
Inertia,2013,,,11.0,"Short, Thriller",James Moffett,Henry Zammit Cordina
Subsomnum,2013,,,5.0,"Short, Sci-Fi",Piotr Dismas Zdanowicz,Maciej Perkowski
The Other Man,2013,,,13.0,"Short, Drama",David Raymond,"Burn Gorman, A.J. Elez, Jason Esposito, Nell Gorman"
Driving to You,2013,,,6.0,"Short, Drama",Mimi Dejene,"Daya Harris, Rebecca Harsell, Cyrielle Leon, Sara Vickruck"
The Way It Is,2013,,,9.0,"Short, Comedy, Romance",David Azar,"Ben Jumper, Bianca Smith, Matthew Herington, Erika Becker"
Peacock,2013,,,60.0,"Drama, Fantasy, Music",Kurtz Frausun,Kurtz Frausun
"Satan, Hold My Hand",2013,,,54.0,"Comedy, Horror",Courtney Fathom Sell,"Louisa Ashleigh, Angry Bob, George Cutler, Don Eng"
What Would Bear Do?,2013,,Not Rated,89.0,"Adventure, Comedy",Josh Folan,"Graci Carli, Molly Fahey, Avery Pearson, Josh Folan"
Mykola Yeriomin. Question to the United States Ambassador Geoffrey Pyatt,2013,,,1.0,"Documentary, Short",Nikolay Yeriomin,Nikolay Yeriomin
Blur 2,2013,,,16.0,"Short, Comedy",Trent Harris,"Joe Swift, Justin Barnes, Christopher Kelly, Emily Branch"
Under the Skin,2013,79.0,R,108.0,"Drama, Horror, Sci-Fi",Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell"
Qart Qadesh: The City of Light,2013,,,53.0,"Animation, War",Kohan Killetz Segal,"Kohan Killetz Segal, Morty Segal, Paul Clinco, Sarah Segal"
I Am a Girl,2013,,,88.0,"Documentary, Biography",Rebecca Barry,Habiba
Forgotten Past,2013,,,2.0,"Short, Drama",Danial O'Brien,"David Dube, Sandra Muncaster"
Bronies,2013,,,12.0,"Short, Comedy",,"Dayleigh Nelson, Christopher Jordan Lee, Kayla Heselwood, Susan Burzynski"
The Paranormal Diaries: Clophill,2013,,Not Rated,92.0,Horror,Michael G. Bartlett,"Mark Andrews, Michael G. Bartlett, Criselda Cabitac, Samantha Carpenter"
