title,year,metascore,mpaa_rating,runtime_min,genre,director,stars
Solo y conmigo,2000,,,,Drama,Carlos Lozano Dana,"Marta González, Jorge Barreiro, Antonio Caride, Fabián Gianola"
Cul de sac,2000,,,27.0,"Short, Drama, Adventure",David Finch,"Alison Louder, Mark Hauser, Ish Morris, Véronique Parent"
Mexico City,2000,,R,90.0,"Drama, Crime, Mystery",Richard Shepard,"Johnny Zander, Robert Patrick, Stacy Edwards, Jorge Robles"
I'll Remember April,2000,,PG,90.0,"Family, War, Drama",Bob Clark,"Pat Morita, Haley Joel Osment, Trevor Morgan, Pam Dawber"
Rosatigre,2000,,,102.0,Drama,Tonino De Bernardi,"Filippo Timi, Federico Herman, Santino Esposito, Giulietta De Bernardi"
Sand,2000,,R,89.0,Drama,Matt Palmieri,"Norman Reedus, Kari Wuhrer, Michael Vartan, Marshall Bell"
Passion's Desire,2000,,R,95.0,"Drama, Thriller",Mike Sedan,"Jeff Davis, Amy Lindsay, Charlotte Griffin, Lisa Comshaw"
The Girls from H.A.R.M.!,2000,,,88.0,"Action, Crime, Adventure",Pat Bishow,"C.C. Wong, Louise Millmann, Ary Nunez, Tina Lee"
Bukak Api,2000,,,80.0,"Drama, Documentary",Osman Ali,Mislina Mustaffa
Murderous Maids,2000,78.0,,94.0,"Crime, Drama, Biography",Jean-Pierre Denis,"Dominique Labourier, Julie-Marie Parmentier, Isabelle Renauld, Sylvie Testud"
Work in Progress,2000,,,6.0,"Short, Animation",Tom Bertino,"Tony Haygarth, Richard Wilson"
Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,,R,91.0,"Horror, Fantasy, Comedy",Michael Cooney,"Marsha Clark, Eileen Seeley, Chip Heller, Christopher Allport"
For Love or Country: The Arturo Sandoval Story,2000,,PG-13,120.0,"Drama, Music, Biography",Joseph Sargent,"Gloria Estefan, Mía Maestro, Andy Garcia, David Paymer"
Blame Society,2000,,,30.0,"Short, Comedy",Michael D. Friedman,"Chad Darnell, David Alan Carr, Melissa DaPonte, Dan Caudill"
In Pursuit,2000,,R,88.0,"Action, Drama, Thriller",Peter Pistor,"Coolio, Sarah Lassez, Claudia Schiffer, Daniel Baldwin"
Window,2000,,,10.0,"Short, Drama, Animation",Victoria Livingstone,
Buskers,2000,,,14.0,"Family, Short, Drama",Ian Power,"Stephen Moran, John Kavanagh, Joe Power, Stephen Brittain"
The SharkTank Redemption,2000,,,25.0,"Short, Comedy",Natalie Van Doren,"Alfonso Freeman, Kent Kubena, John Rubano, Steven Amato"
Ruins of the Reich: Rise to Power,2000,,,59.0,"War, Documentary, History",R.J. Adams,
Held for Ransom,2000,,Unrated,88.0,Thriller,Lee Stanley,"Dennis Hopper, Zachery Ty Bryan, Jordan Brower, Kam Heskin"
2000 + 1 Shots,2000,,,75.0,Drama,Dimitris Athanitis,"Marianna Calbari, Dimosthenis Papadopoulos, Ieronymos Kaletsanos, Vicky Volioti"
La toma de la embajada,2000,,,110.0,"Drama, Crime",Ciro Durán,"Vicky Hernández, Demián Bichir, Humberto Dorado, Fabiana Medina"
The Movie from the Future,2000,,,,"Sci, Fi, Comedy",Josh Miller,"Brian J. Casey, Mark Cartier, Drew Ailes, Sarah K. Bizek"
Seventeen Again,2000,,TV-G,97.0,"Family, Fantasy, Comedy",Jeffrey W. Byrd,"Tia Mowry-Hardrict, Tamera Mowry-Housley, Tahj Mowry, Mark Taylor"
Zapruder,2000,,,1.0,"Short, Drama, Crime",King Hollis,"Mark Stoddard, Steve Reed"
The Mecca,2000,,,6.0,"Short, Comedy",King Hollis,"John Hayden, Robert C. Handy, Dameon Clarke, King Hollis"
Looking for an Echo,2000,38.0,R,97.0,Drama,Martin Davidson,"Joe Grifasi, Tom Mason, Armand Assante, Diane Venora"
El asadito,2000,,,71.0,Drama,Gustavo Postiglione,"Héctor Molina, Raúl Calandra, Tito Gómez, Gerardo Dayub"
Safe Sex,2000,,,,"Short, Drama, Mystery",D. Charles Griffith,"Scott Burkhardt, Craig Burke, Kevin Thomas Garcia, Patrick Bergeron"
Cruel Intentions 2,2000,,R,87.0,Drama,Roger Kumble,"Keri Lynn Pratt, Sarah Thompson, Robin Dunne, Amy Adams"
Enemies of Laughter,2000,47.0,Not Rated,90.0,"Romance, Comedy",Joey Travolta,"Judge Reinhold, Rosalind Chao, Peter Falk, David Paymer"
Nothing Sacred,2000,,,98.0,"Romance, Comedy",David Elliot,"Paul Provenza, Stephen Dunham, Shannon Day, John Gloria"
Labor Pains,2000,,R,90.0,"Drama, Romance, Comedy",Tracy Alexson,"Rob Morrow, Kyra Sedgwick, Lela Rochon, Mary Tyler Moore"
Nathán: El peluche asesino,2000,,,6.0,"Short, Horror",Gabriel Grieco,"Verónica Pelaccini, Gabriel Grieco, Andrés Ducet, Soledad Irusta"
"Sleep Easy, Hutch Rimes",2000,,TV-PG,99.0,Thriller,Matthew Irmas,"Swoosie Kurtz, Steven Weber, ""Gail OGrady"", Gabriel Mann"
Acne,2000,,,65.0,"Horror, Sci, Fi, Comedy",Rusty Nails,"Mary Luckritz, Rusty Nails, Tracey Hayes, Jim Darley"
The Edge of Quarrel,2000,,,120.0,Drama,David R. Larson,"Mahdis Keshavarz, Dann Gallucci, Rocky Votolato, John Pettibone"
Boesman and Lena,2000,59.0,Not Rated,90.0,Drama,John Berry,"Angela Bassett, Danny Glover, Graham Weir, Willie Jonah"
The Blessing of Prometheus,2000,,,20.0,"Short, Thriller, Fantasy",Christopher K. Young,"James E. Smith, Damion Kendrick, Jennifer Gutauckas, Joseph Cox"
A Distant View,2000,,,,,Billy Elkins,"Belinda Bissonnette, Lee Giles, Jon Barkley, Nicole Katz"
Dark Secrets Inside Bohemian Grove,2000,,,123.0,Documentary,Alex Jones,"Alex Jones, Texe Marrs, Robert Fisk, Lance Cook"
My Left Breast,2000,,,,Documentary,Gerry Rogers,"Peggy Norman, Gerry Rogers"
Jigsaw Venus,2000,,,11.0,Short,Dean Kapsalis,"Adrian Tridel, Margret Echeverria"
Ring of Fire,2000,,,15.0,"Short, Animation",Andreas Hykade,David Michael Williamson
Camp Blood 2,2000,,,90.0,Horror,Brad Sykes,"Ken X, Jennifer Ritchkoff, Garrett Clancy, Missy Rae Hansen"
Shadows,2000,,,13.0,"Short, Drama",Raymond Red,"John Arcilla, Ronnie Lazaro, Ronnie Pulido, Eddie Garcia"
Ed Gein,2000,42.0,Not Rated,89.0,"Crime, Drama, Biography",Chuck Parello,"Carrie Snodgress, Steve Railsback, Carol Mansell, Sally Champlin"
Bus Rider's Union,2000,,,87.0,Documentary,Johanna Demetrakas,"Kikanza Ramsey, Connie Rice, Della Bonner, Eric Mann"
The Stepdaughter,2000,,R,92.0,"Horror, Thriller",Peter Liapis,"Cindy Pickett, Lisa Dean Ryan, Andrea Roth, Jaimz Woolvett"
The Amati Girls,2000,29.0,PG,91.0,Drama,Anne De Salvo,"Mercedes Ruehl, Sean Young, Dinah Manoff, Cloris Leachman"
Left Behind: The Movie,2000,22.0,PG-13,96.0,"Action, Drama, Fantasy",Vic Sarin,"Kirk Cameron, Janaya Stephens, Clarence Gilyard Jr., Brad Johnson"
Bullfighter,2000,,R,90.0,"Action, Western, Fantasy",Rune Bendixen,"Olivier Martinez, Michelle Forbes, Donnie Wahlberg, Assumpta Serna"
"Chicks, Man",2000,,,93.0,"Romance, Comedy",Jeremy Wagener,"Krista Gano, Robia Scott, Scott Roberts, Aaron Priest"
Desperate But Not Serious,2000,,R,94.0,Comedy,Bill Fishman,"John Corbett, Paget Brewster, Claudia Schiffer, Christine Taylor"
2001: A Space Travesty,2000,,R,99.0,"Sci, Fi, Comedy",Allan A. Goldstein,"Peter Egan, Ezio Greggio, Leslie Nielsen, Ophélie Winter"
Gen¹³,2000,,,73.0,"Action, Adventure, Animation",Kevin Altieri,"John de Lancie, Elizabeth Daily, Alicia Witt, Flea"
Kugel ins Genick,2000,,,133.0,"Action, Crime, Thriller",Stefan Peczelt,"Angelika Niedetzky, Sabine Helene Heilig, Monica Baci, Markus Krispel"
Graffiti Verité 3: A Voyage Into the Iconography of Graffiti Art,2000,,,54.0,"Documentary, Music",Bob Bryan,"Chaz, Mare 139, Man One, Bruin"
Secret Society,2000,47.0,PG,98.0,Comedy,Imogen Kimmel,"Annette Badland, Charlotte Brittain, James Wooton, Lee Ross"
Five Seconds to Spare,2000,,Not Rated,99.0,"Thriller, Crime, Mystery",Tom Connolly,"Andy Serkis, Ray Winstone, Sian Reeves, Oliver Porter"
 History's Mysteries,1998,,Not Rated,88.0,"Documentary, Mystery, History",Daniel Farrands,"David Ackroyd, William Weber, Arthur Kent, Chief Straight Arrow"
Versus,2000,,R,119.0,"Action, Drama, Comedy",Ryûhei Kitamura,"Kenji Matsuda, Tak Sakaguchi, Chieko Misaka, Hideo Sakaki"
Nekrolog,2000,,,34.0,"Short, Horror",Ian Helstrup,"Nanna Bøtcher, Michael Møller, Jesper Møller"
The Sculptress,2000,14.0,R,101.0,"Horror, Thriller",Ian Merrick,"Katie Wright, Emmanuelle Vaugier, Jeff Fahey, Patrick Bauchau"
It Was an Accident,2000,,,96.0,"Drama, Comedy",Metin Hüseyin,"James Bolam, Nicola Stapleton, Max Beesley, Chiwetel Ejiofor"
Book of Shadows: Blair Witch 2,2000,15.0,R,90.0,"Horror, Fantasy, Adventure",Joe Berlinger,"Stephen Barker Turner, Kurt Loder, Jeffrey Donovan, Erica Leerhsen"
Once in the Life,2000,52.0,R,107.0,"Drama, Crime",Laurence Fishburne,"Laurence Fishburne, Gregory Hines, Michael Paul Chan, Eamonn Walker"
Sanctimony,2000,,Not Rated,87.0,"Horror, Crime, Thriller",Uwe Boll,"Michael Paré, Casper Van Dien, Eric Roberts, Jennifer Rubin"
Wild Blue,2000,,,,,Dale G. Bradley,"Bernard Moody, Peter Muller, Morgan Palmer Hubbard, Danny Lineham"
Under Hellgate Bridge,2000,,R,90.0,"Drama, Crime, Thriller",Michael Sergio,"Jonathan LaPaglia, Frank Vincent, Michael Rodrick, Jordan Bayne"
The Mumbo Jumbo,2000,,,82.0,Comedy,Stephen Cookson,"Joss Ackland, Jamie Walters, John Inman, Brian Blessed"
The Doorway,2000,,R,91.0,"Horror, Thriller",Michael B. Druxman,"Lauren Woodland, Christian Harmony, Roy Scheider, Suzanne Bridgham"
Peril,2000,,R,92.0,Thriller,David Giancola,"John James, Michael Paré, Morgan Fairchild, Steve Eastin"
22,2000,,,75.0,"Horror, Thriller",Pål Aam,"Sophia Kaushal, Susan Badrkhan, Helga Meisingset, Per Andreas Torgersen"
The Interview,2000,,,8.0,"Short, Documentary, Crime",Ramzi Abed,"Isaac Uhlemann, Heather Bohlmann, J. Mathew Butler, Eric Fleming"
Hollywood Mortuary,2000,,,70.0,"Horror, Comedy",Ron Ford,"Ron Ford, Joseph Haggerty, Randal Malone, Tim Sullivan"
Reckless Indifference,2000,,,94.0,"Documentary, Crime",William Gazecki,"Jim Farris Sr., Robert Derham, Alan M. Dershowitz, Dick Detrich"
Blacktop,2000,,R,100.0,"Drama, Thriller",T.J. Scott,"Victoria Pratt, Kristin Davis, Meat Loaf, Lochlyn Munro"
The Opponent,2000,,R,90.0,"Drama, Sport",Eugene Jarecki,"John Doman, Aunjanue Ellis, James Colby, Erika Eleniak"
Concerning the Bodyguard,2000,,,,Short,Brandon L. Wilson,"Lou Savage, Michael Ortiz, Donald Neely"
Simon Says,2000,,,91.0,,Jim O'Malley,"Athena Cansino, Jason Andrews, Réal Andrews, Zack Hopkins"
Casanegra,2000,,,93.0,"Drama, Crime, Thriller",Carlos Lozano Dana,"Mónica Greco, Onofre Lovero, Lucas Lamarca, Rubén Stella"
Terror Tract,2000,,R,96.0,"Horror, Romance, Comedy",Lance W. Dreesen,"David DeLuise, Kim Correll, Allison Smith, John Ritter"
Airboss IV: The X Factor,2000,,,,"Action, Adventure",J. Christian Ingvordsen,"Radium Cheung, Frank Zagarino, Demosthenes Chrysan, Frank Bona"
Cold Blooded,2000,,R,97.0,"Drama, Crime, Thriller",Randy Bradshaw,"John Kapelos, Brian Markinson, Tony Nardi, Kenneth Welsh"
Party Crasher: My Bloody Birthday,2000,,R,91.0,Horror,Mark Mason,"Jeff Howard, Andy Beckstrom, Laura Sellers, Randy Ackerman"
Fluorescerend bloed,2000,,,90.0,Drama,Klaas Panjer,"Gerrie Arends, Bjorn van Mierlo, Arjan Adelerhof, Peter Schong"
"It's Alright Ma, I'm Only Trying",2000,,,87.0,Drama,Abe Levy,"Jacque Gray, Heather Granahan, Chris Jaymes, Jorja Dwyer"
This Is What Democracy Looks Like,2000,,Not Rated,72.0,Documentary,Jill Friedberg,"Michael Franti, Susan Sarandon, Noam Chomsky, Vandana Shiva"
Lost Souls,2000,16.0,R,97.0,"Horror, Drama, Thriller",Janusz Kaminski,"Philip Baker Hall, Ben Chaplin, Winona Ryder, Sarah Wynter"
Flesh Freaks,2000,,,79.0,"Action, Horror, Sci, Fi",Conall Pendergast,"Erica Danya Goldblatt, Conall Pendergast, Etan Muskat, Eshe Mercer-James"
Snack and Drink,2000,,,4.0,"Short, Animation",Bob Sabiston,Ryan Power
Genesis and Catastrophe,2000,,,8.0,"Short, Drama",Jonathan Liebesman,"Connor Collins, Isabelle Flachsmann, Judith Griegossies, Kenya De Rosa"
Last Cigarette,2000,,,11.0,Short,Jim Stedman,"Lana Dieterich, Mark Spacek, Michael Dalmon, Patricia Wappner"
Breathtaking,2000,,,100.0,Thriller,David Green,"Joanne Whalley, Neil Dudgeon, Amy Bamberger, Lorraine Pilkington"
We All Fall Down,2000,,,92.0,"Drama, Biography",Martin Cummins,"Helen Shaver, Françoise Robertson, Darcy Belsher, Martin Cummins"
Faust,2000,,R,98.0,"Horror, Drama, Fantasy",Brian Yuzna,"Isabel Brook, Mark Frost, Jennifer Rope, Jeffrey Combs"
Cicadas,2000,,,90.0,Drama,Kat Candler,"Lindsay Broockman, Stacy Hopcus, Bryan Chafin, Paul Conrad"
Taliesin Jones,2000,,PG,93.0,"Family, Drama",Martin Duffy,"Ian Bannen, Geraldine James, John-Paul Macleod, Jonathan Pryce"
A Man Is Mostly Water,2000,,,110.0,"Music, Comedy",Fred Parnes,"Mark Curry, Christopher Rydell, Paulina Mielech, Fred Parnes"
King of the Jungle,2000,45.0,R,87.0,"Drama, Crime, Thriller",Seth Zvi Rosenfeld,"John Leguizamo, Julie Carmen, Cliff Gorman, Rosie Perez"
Subconscious Cruelty,2000,,,92.0,"Horror, Fantasy",Karim Hussain,"Ivaylo Founev, Sophie Lauzière, Anne-Marie Belley, Brea Asher"
Rave,2000,,Not Rated,85.0,Drama,Ron Krauss,"Douglas Spain, Dante Basco, Nicholle Tom, Aimee Graham"
Drainiac!,2000,,R,81.0,"Horror, Comedy",Brett Piper,"Georgia Hatzis, Alexandra Boylan, Ethan Krasnoo, Samara Doucette"
Big Wind on Campus,2000,,R,89.0,Comedy,Matt Berman,"Christine Steel, Heather McComb, Kevin P. Farley, Seth Walther"
Ride,2000,,Not Rated,97.0,"Documentary, Sport",Kurt Miller,"Robin Courcelles, Hugo Harrison, Kurt Miller, Jennifer Ashton"
Skeleton Woman,2000,,,80.0,Drama,Vivi Letsou,"Ria Pavia, Daphne Rubin-Vega, Tony Denison, Serena Scott Thomas"
Citizen Toxie: The Toxic Avenger IV,2000,41.0,R,109.0,"Action, Fantasy, Comedy",Lloyd Kaufman,"David Mattey, Heidi Sjursen, Clyde Lewis, Paul Kyrmse"
Moon Streams,2000,,,6.0,Short,Mary Beth Reed,
Room to Rent,2000,,,95.0,Comedy,Khaled El Hagar,"Flaminia Cinque, Karim Belkhadra, ""Maureen OFarrell"", Saïd Taghmaoui"
Rat,2000,,PG,89.0,"Family, Drama, Comedy",Steve Barron,"David Wilmot, Imelda Staunton, Frank Kelly, Pete Postlethwaite"
A Fish Tale,2000,,G,80.0,"Adventure, Comedy, Animation",Stefan Fjeldmark,"Søren Sætter-Lassen, Morten Kerrn Nielsen, Nis Bank-Mikkelsen, Sebastian Jessen"
Gamblin',2000,,,17.0,"Short, Thriller",Wayne Orkline,"Carmen Argenziano, Will Wallace, Aria Alpert Adjani, Daniel Baldwin"
Extremism Breaks My Balls,2000,,,6.0,"Short, Horror",Nicolas Debot,"Scarlett Anderson, Jan Lumholdt, Nicolas Debot, Richard Wolstencroft"
Wild About Harry,2000,,,91.0,"Drama, Romance, Comedy",Declan Lowney,"Brendan Gleeson, Amanda Donohoe, Adrian Dunbar, James Nesbitt"
Bootmen,2000,45.0,R,95.0,"Drama, Romance, Comedy",Dein Perry,"Lisa Perry, Sam Worthington, Vaughan Sheffield, Christian Patterson"
Delta Force One: The Lost Patrol,2000,,R,93.0,Action,Joseph Zito,"Gary Daniels, Mike Norris, Bentley Mitchum, John Rhys-Davies"
Hellraiser: Inferno,2000,,R,99.0,"Horror, Crime, Mystery",Scott Derrickson,"Nicholas Turturro, Craig Sheffer, Doug Bradley, James Remar"
Cutaway,2000,,R,104.0,"Action, Crime",Guy Manos,"Stephen Baldwin, Maxine Bahns, Tom Berenger, Dennis Rodman"
Mysterious Object at Noon,2000,69.0,Not Rated,83.0,"Drama, Documentary, Fantasy",Apichatpong Weerasethakul,"Djuangjai Hirunsri, Kongkiat Khomsiri, Saisiri Xoomsai"
Mistress Frankenstein,2000,,Unrated,80.0,"Horror, Fantasy, Comedy",John Bacchus,"Victoria Vega, Jessie Harcourt, Darian Caine, Heidi Christine"
Collectors,2000,,,80.0,Documentary,Julian P. Hobbs,"Tobias Allen, Joe Coleman, Harold Schechter, Wayne Henley"
A Better Way to Die,2000,,R,101.0,"Action, Crime, Comedy",Scott Wiper,"Jack Conley, Scott Wiper, Richard Haje, Carmen Argenziano"
The Electric Heartbreaker,2000,,,26.0,"Short, Music, Comedy",Chris Garrison,"Kiersten Moore, Chris Garrison, Paige Ryan, John Walker"
Doomsdayer,2000,,R,93.0,Action,Michael J. Sarna,"January Isaac Bodlovic, Udo Kier, Brigitte Nielsen, Joe Lara"
Massholes,2000,,,,Comedy,John Chase,"Milo Ventimiglia, Steven Moreno, Peter Simmons, Desmond Harrington"
All the Wrong Places,2000,,Not Rated,95.0,"Romance, Comedy",Martin Edwards,"Jeremy Klavens, Ali Hillis, Alyce LaTourelle, Brian Patrick Sullivan"
Tick Tock,2000,,R,93.0,"Drama, Crime, Thriller",Kevin Tenney,"John Ratzenberger, Megan Ward, Kristin Minter, Linden Ashby"
Siestas & Olas: A Surfing Journey Through Mexico,2000,,Not Rated,87.0,"Documentary, Sport",Daniel Wozniak,"Tom Wegener, Marc Kavanaugh, Josh Farberow, Joel Tudor"
The Great Dance: A Hunter's Story,2000,71.0,,90.0,Documentary,Craig Foster,"Xlhoase Xlhokhne, Karoha Langwane, !Nqate Xqamxebe"
La caja feliz,2000,,,15.0,Short,Charlotta Lennartsotter,
Life Under Mike,2000,,,,Documentary,James E. Motluk,"Jack Layton, John Kenneth Galbraith, Charles Kernaghan"
How Silly We Are to Grow Up,2000,,,90.0,"Drama, Thriller",Roly Santos,"Jean Pierre Reguerraz, Laura Melillo, Gustavo Garzón, Leo Masliah"
Just One Night,2000,,R,90.0,Comedy,Alan Jacobs,"Timothy Hutton, Udo Kier, Natalie Shaw, Maria Grazia Cucinotta"
Paradise Attempted,2000,,,9.0,Short,Shawn Postoff,Larry Bain
Arian's Journey,2000,,,104.0,"Action, Drama, Thriller",Eduard Bosch,"Ingrid Rubio, Carlos Manuel Díaz, Silvia Munt, Abel Folk"
Too Much Flesh,2000,,,110.0,Drama,Pascal Arnold,"Ian Brennan, Jean-Marc Barr, Rosanna Arquette, Élodie Bouchez"
The Right Hook,2000,,,10.0,"Action, Short, Comedy",Luke Greenfield,"Dan Gauthier, Francis Fallon, Keri Szymanski, Dave Scotti"
Before the Storm,2000,,,106.0,"Drama, Crime, Thriller",Reza Parsa,"Anni Ececioglu, Per Graffman, Maria Lundqvist, Sasha Becker"
Shiner,2000,,R,99.0,"Drama, Crime, Thriller",John Irvin,"Martin Landau, Frances Barber, Frank Harper, Michael Caine"
Prince of Central Park,2000,22.0,PG-13,109.0,"Action, Drama, Adventure",John Leekley,"Cathy Moriarty, Danny Aiello, Frankie Nasso, Kathleen Turner"
Time of Her Time,2000,,R,93.0,Drama,Francis Delia,"Melvin Van Peebles, Leslie Bega, Linden Ashby, Larry Drake"
Fuckland,2000,,Unrated,84.0,"Drama, Documentary",José Luis Marquès,"Camilla Heaney, Fabián Stratas"
Octopus,2000,,PG-13,100.0,"Action, Horror, Adventure",John Eyres,"Jay Harrington, Carolyn Lowery, David Beecroft, Ravil Isyanov"
Attention Shoppers,2000,,R,,Comedy,Philip Charles MacKenzie,"Lillian Adams, Casey Affleck, Nestor Carbonell, Cara Buono"
Straight from the Streets,2000,,,110.0,Documentary,Robert Corsini,"Dr. Dre, DJ Quik, Cypress Hill, Ice Cube"
Bamboozled,2000,54.0,R,135.0,"Drama, Music, Comedy",Spike Lee,"Michael Rapaport, Damon Wayans, Savion Glover, Jada Pinkett Smith"
The Specials,2000,38.0,R,82.0,"Action, Fantasy, Comedy",Craig Mazin,"Rob Lowe, Jordan Ladd, Thomas Haden Church, Paget Brewster"
How to Kill Your Neighbor's Dog,2000,40.0,R,107.0,"Drama, Comedy",Michael Kalesniko,"Lynn Redgrave, Robin Wright, Kenneth Branagh, Suzi Hofrichter"
The Price of Air,2000,8.0,,88.0,"Action, Drama, Crime",Josh Evans,"Michael Madsen, Badja Djola, Michelle Phillips, Dick Van Patten"
Up Against Amanda,2000,,R,102.0,"Drama, Thriller",Michael Rissi,"Chuck Williams, Karen Grosso, Justine Priestley, David DeWitt"
Marine Life,2000,,Not Rated,95.0,"Drama, Comedy",Anne Wheeler,"Alexandra Purvis, Cybill Shepherd, Peter Outerbridge, Gabrielle Miller"
Pandaemonium,2000,60.0,PG-13,124.0,"Drama, Biography",Julien Temple,"Samantha Morton, Linus Roache, John Hannah, Emily Woof"
